horne@gmail.com,123
user111@gmail.com,0
user185@gmail.com,0
user75@gmail.com,0
user50@gmail.com,0
user175@gmail.com,1
user95@gmail.com,1
user51@gmail.com,1
user184@gmail.com,1
user97@gmail.com,2
user55@gmail.com,2
user58@gmail.com,2
user32@gmail.com,2
user35@gmail.com,3
user51@gmail.com,3
user98@gmail.com,3
user120@gmail.com,4
user96@gmail.com,4
user146@gmail.com,4
user88@gmail.com,5
user38@gmail.com,5
user4@gmail.com,5
user54@gmail.com,5
user183@gmail.com,5
user20@gmail.com,5
user100@gmail.com,5
user57@gmail.com,5
user95@gmail.com,5
cool_cattie7@yahoo.com,6
user42@gmail.com,6
user115@gmail.com,6
user83@gmail.com,6
user191@gmail.com,6
user25@gmail.com,6
user68@gmail.com,7
user155@gmail.com,7
user4@gmail.com,7
user147@gmail.com,7
user134@gmail.com,7
user148@gmail.com,7
user119@gmail.com,7
user78@gmail.com,8
user72@gmail.com,8
user176@gmail.com,8
user194@gmail.com,8
user57@gmail.com,8
user189@gmail.com,8
user31@gmail.com,9
user22@gmail.com,9
user101@gmail.com,9
user102@gmail.com,9
user16@gmail.com,9
